simulation_number,Target_Effluent_S_O2 (mg/L),Target_Wastage_S_O2 (mg/L),Target_Effluent_S_N2 (mg/L),Target_Wastage_S_N2 (mg/L),Target_Effluent_S_NH4 (mg/L),Target_Wastage_S_NH4 (mg/L),Target_Effluent_S_NO3 (mg/L),Target_Wastage_S_NO3 (mg/L),Target_Effluent_S_PO4 (mg/L),Target_Wastage_S_PO4 (mg/L),Target_Effluent_S_F (mg/L),Target_Wastage_S_F (mg/L),Target_Effluent_S_A (mg/L),Target_Wastage_S_A (mg/L),Target_Effluent_S_I (mg/L),Target_Wastage_S_I (mg/L),Target_Effluent_S_ALK (mg/L),Target_Wastage_S_ALK (mg/L),Target_Effluent_X_I (mg/L),Target_Wastage_X_I (mg/L),Target_Effluent_X_S (mg/L),Target_Wastage_X_S (mg/L),Target_Effluent_X_H (mg/L),Target_Wastage_X_H (mg/L),Target_Effluent_X_PAO (mg/L),Target_Wastage_X_PAO (mg/L),Target_Effluent_X_PP (mg/L),Target_Wastage_X_PP (mg/L),Target_Effluent_X_PHA (mg/L),Target_Wastage_X_PHA (mg/L),Target_Effluent_X_AUT (mg/L),Target_Wastage_X_AUT (mg/L),Target_Effluent_X_MeOH (mg/L),Target_Wastage_X_MeOH (mg/L),Target_Effluent_X_MeP (mg/L),Target_Wastage_X_MeP (mg/L),Target_Effluent_COD (mg/L),Target_Wastage_COD (mg/L),Target_Effluent_BOD (mg/L),Target_Wastage_BOD (mg/L),Target_Effluent_TN (mg/L),Target_Wastage_TN (mg/L),Target_Effluent_TKN (mg/L),Target_Wastage_TKN (mg/L),Target_Effluent_TP (mg/L),Target_Wastage_TP (mg/L),Target_Effluent_TSS (mg/L),Target_Wastage_TSS (mg/L),Target_Effluent_VSS (mg/L),Target_Wastage_VSS (mg/L),Target_Effluent_H2O (mg/L),Target_Wastage_H2O (mg/L)
2965,5.069996645725792,5.0699966457257934,9.413510604662399,9.413510604662404,12.255026143089859,12.255026143089863,112.52313270907126,112.52313270907132,140.22221508701253,140.22221508701253,0.3184251436382465,0.3184251436382466,0.0028284422178504647,0.002828442217850466,199.9999999996684,199.99999999966852,2.451810125286751,2.4518101252867517,479.0202501350351,12138.899152182417,2.0186725236935934,51.15537846153753,107.49673880403229,2724.0854038274892,4.169174337682261,105.65145590134311,1.4122938040236188,35.789075838572586,0.0038187503604954604,0.096771327517672,7.930245575477105,200.96113111214103,0.024146020116789114,0.6118866645860055,18.18218237526542,460.7564673053324,800.9601537118053,15421.170546397969,69.17126682674471,1747.2691587519025,144.8205946203188,583.760769147445,32.29746191124755,471.23763643837367,152.57415326859564,453.1563841369218,491.1792043662508,12447.020404190283,407.0802400948443,10315.860300195069,996461.5048511201,986726.76375286
2966,7.720064759662317,7.720064759662313,4.3131551323077435,4.313155132307742,17.14200048900908,17.14200048900907,118.92459778538648,118.9245977853864,142.17374836152925,142.17374836152916,2.559338233776266,2.559338233776265,0.004930448169691754,0.004930448169691752,200.00000000034896,200.0000000003489,0.13243814194871711,0.13243814194871706,530.2838547671076,13120.220138064959,1.0663929204696658,26.384566953072284,72.41131612923516,1791.5921813607304,4.07653827473995,100.86122570962604,1.381667563616165,34.185054719852616,0.0005980928798960158,0.01479794298223788,5.58935375524801,138.29112660912685,0.0018423569937165735,0.04558337787048226,19.748740651238176,488.62099508496874,815.9923226219753,15379.928305322792,48.96560705401332,1167.8498694683685,154.5371158047189,543.7552812183982,35.61251801933242,424.8306834330118,154.59193402951382,448.8153878619977,496.58919955666477,12286.550981700839,410.36772050062916,10153.269389822904,996421.8475398638,986709.9416439208
2967,7.757801144450133,7.757801144450138,48.446457704679695,48.44645770467972,0.13122623944423023,0.13122623944423026,96.25082254345983,96.25082254345989,145.00152005847633,145.00152005847642,0.3158521520924449,0.3158521520924451,0.0013257426988245557,0.0013257426988245566,200.00021801957283,200.0002180195729,3.9680523974298074,3.96805239742981,18.109246207022856,10239.283782722716,0.021488447413693004,12.149943106609776,1.4316232298644134,809.4647536922351,0.056561557953281376,31.980891775162423,0.01913461408774351,10.819044673505466,1.1037597593404697e-06,0.0006240850267668201,0.13534235273726744,76.52492774441465,0.00109428987303174,0.618730587810676,0.6622575372900295,374.4519669145564,220.07165881311536,11369.722319040528,1.1598347709410937,527.4329475519683,98.8682178895384,367.9211400312082,2.617395346078584,271.6703174877483,145.37360157026336,353.6001743903372,15.784289919570465,8924.712931042623,13.079406039821205,7395.324389551372,996854.1516215944,989438.7703604707
2968,7.771492581862749,7.771492581862745,9.400177177686563,9.400177177686558,14.885949853419833,14.885949853419824,116.57224425941749,116.57224425941745,142.3087775447777,142.30877754477768,2.332916847770902,2.3329168477709015,0.004232415151953384,0.004232415151953382,199.99999989660347,199.9999998966034,0.1389078799819252,0.13890787998192516,12.072260491693484,13060.214240065578,0.022805333008044992,24.67164580370364,1.565940923706935,1694.0923338235423,0.09174689420921761,99.25515565684702,0.0313326171131789,33.89677455035248,4.018599906824365e-06,0.004347468791312621,0.12524862206240142,135.49855377404154,4.3717754960451205e-05,0.04729547099079273,0.448809896195044,485.5390091525945,216.2151554428063,15216.07342575203,2.6992472994627406,1108.9477814109778,133.89534459118917,530.7385552785063,17.323100331771684,414.1663110190889,142.61222260602386,445.37175484877264,11.22585059353373,12144.536963843404,9.27415246167044,10033.118331714906,996828.0944024739,986823.9270316364
2969,7.029985232183745,7.029985232183744,3.629798892239924,3.629798892239923,17.453412415693787,17.453412415693787,119.28177062703492,119.2817706270349,141.99560986320122,141.9956098632012,2.6602735758696228,2.6602735758696223,0.006962171248494303,0.006962171248494304,200.0000000251384,200.0000000251384,0.12896714299036177,0.12896714299036177,716.5765517769302,12961.92534930084,1.435712896499225,25.970153979088895,97.73666847425015,1767.9275124354986,5.793928784131582,104.80453510912214,1.9860755006575948,35.925488091623926,0.0007895772200071223,0.014282411220213606,7.526827065995652,136.1503810089836,0.0024122343320367185,0.04363413965939257,26.689061813094916,482.7699511048241,1031.7377143472834,15199.45945001701,65.6750804357867,1155.2951104612746,160.97797050436117,539.7140743941889,41.69619987732625,420.43230376715394,158.89079891023107,447.1527055975639,671.5582189829363,12147.603044756073,554.6432065333573,10032.764567518576,996278.0509732029,986826.1858366678
2970,7.821485168945839,7.821485168945837,4.0428544182748665,4.042854418274866,20.791773254315853,20.791773254315846,121.40292182895126,121.40292182895122,144.3229087400678,144.32290874006776,3.617592229056358,3.6175922290563567,0.00450050980321303,0.004500509803213029,199.99999999955043,199.99999999955037,0.106486884329918,0.10648688432991799,467.203113255819,14450.279229830052,0.39072249836469886,12.084785059330706,27.00100853124162,835.1231010522494,2.7531153534783477,85.15201307725629,0.9467722568595482,29.283031492099024,8.667670265213329e-05,0.0026808523327593154,2.214888406562543,68.50501426392938,0.0012388629023181291,0.03831719943221434,17.06377934263946,527.7712609811575,703.1850274605789,15654.768916873561,20.93860851904579,569.8894492092509,155.90074487557501,503.00680783664905,34.49782304662379,381.60388600769784,154.12563233092632,446.43185968895943,399.58604114813176,12358.928498345036,329.55011322104735,10192.764177191473,996471.0169393052,986492.831378359
2971,7.59092897249147,7.59092897249147,4.343675877972653,4.343675877972654,20.726105808162846,20.726105808162842,121.22422761969968,121.22422761969969,144.645925896528,144.645925896528,2.449940038159538,2.4499400381595384,0.010131873520666482,0.010131873520666482,199.99999999999417,199.9999999999942,0.1330837620363939,0.1330837620363939,21.05212547661086,11623.92448862284,0.018133585560788337,10.012453588155157,1.2338776612690814,681.2851642331802,0.10668280660649927,58.90487825592944,0.03675950281361262,20.29674796587524,1.0849730340690654e-05,0.005990675209599384,0.09989902730438634,55.159216638870234,7.027170299220353e-05,0.03880049879884175,0.7688014589041793,424.4934847540116,224.97080131875632,12631.75226392586,2.590616290389574,458.2507151456304,144.54643164662448,432.5772676839489,23.32220402692482,311.35304006424917,145.10458841961304,384.3934575226189,17.986540992423976,9931.262975785477,14.849847224902641,8199.33849442562,996790.2034912632,988517.0977055517
2972,0.03023715220807166,0.03023715220807167,19.083595981959167,19.083595981959178,12.398596254501953,12.398596254501959,110.59695108789094,110.596951087891,143.33007166653914,143.33007166653917,0.2727769405878689,0.272776940587869,0.008344353082504237,0.008344353082504238,199.99999999999602,199.9999999999961,2.7964122679943473,2.7964122679943477,446.6164911517025,11529.841193556636,1.0707549896655502,27.642586497905885,51.25444509562898,1323.1835906743079,2.5358975039183096,65.46667237458402,0.8688667753768989,22.430644942419967,0.00024238796454335778,0.006257482188370597,4.191740766553668,108.21388444096847,0.021603550227512366,0.5577167620877306,16.503483090682746,426.0535446987916,705.9506931890999,13254.635306320257,33.677669489763204,864.4199439346913,138.0376365088582,461.48674830594973,27.440685420967288,350.8897972180587,153.22756685972274,398.77589055230794,407.2767674096942,10514.247778781279,337.02322293904615,8700.583870083596,996510.9288140651,988152.8687358559
2973,7.3390380020179,7.339038002017895,19.715222275648994,19.715222275648976,110.21607586176752,110.21607586176745,1.2594812910935034,1.2594812910935027,68.76041092794294,68.7604109279429,0.28372722676746387,0.2837272267674637,0.017412680557844906,0.017412680557844895,200.00000000038892,200.0000000003888,196.0055120784894,196.00551207848926,630.5141670985373,11369.140833053907,4.661189653651304,84.04842331425924,189.15880719594804,3410.824420836733,0.11237053778714301,2.0262137415040455,46.08755374666464,831.0295256456692,0.0007773828760362611,0.014017409695202376,0.1197683170471256,2.1596070872009876,0.20481115856588264,3.693060405972687,24.1362935285319,435.21451956673,1024.8682200935611,15068.514655351015,110.23621100584211,1984.0511406164953,139.5381661213395,583.279539479897,138.278684830246,582.0200581888035,129.9473418507623,1172.0066228208022,819.8142487019531,14782.512648887328,562.3568317659965,10140.159178657175,995747.1044567837,984847.6476019683
2974,7.390517436281117,7.390517436281117,4.078548810631987,4.078548810631987,15.154769462751608,15.154769462751608,117.59981304694625,117.59981304694624,140.89039830416155,140.8903983041615,1.7635667379054345,1.763566737905434,0.007605232599709478,0.007605232599709478,200.00000002689418,200.00000002689416,0.18393420190491713,0.18393420190491713,794.4738524657078,12177.12775883269,2.3294090755684915,35.70351853336322,147.93930858270957,2267.508056525731,6.850430167637906,104.99850070004544,2.344667541946339,35.93738940766607,0.0036784346388864164,0.056380418828408066,11.020194489905457,168.90966998382754,0.004067350592045008,0.062341444775784675,29.94063017068364,458.9085942058896,1164.3880452135672,14956.075056991884,96.57754494273672,1462.0769741816953,162.39683825125852,557.6773213347647,44.79702520431231,440.0775082878184,160.6859601071018,444.04995942324064,784.3401868298519,12021.806169921823,648.9102421275584,9946.032708160657,996205.0186174496,987012.4914106873
2975,7.660745766431269,7.66074576643127,48.091300870180405,48.09130087018042,0.09550697090538443,0.09550697090538446,88.72401802075763,88.72401802075767,141.60927808157788,141.6092780815779,0.29911649719591615,0.29911649719591626,0.0012842077969716509,0.0012842077969716509,200.0000000010881,200.00000000108813,11.874135555351836,11.874135555351836,904.937935850019,13214.58872103993,2.5683388266548866,37.50482761963426,167.3511722632614,2443.788491821418,6.219358655246586,90.81978275175864,2.083984229294316,30.43191516265705,0.0014528742119433746,0.02121596897825122,14.377396668406396,209.94962894751353,0.09564528831383594,1.3966848974956725,33.933759506584565,495.5264420614516,1295.7560558438813,16196.973068855314,108.20454824880872,1577.1548564811765,122.18634568774033,548.7395192586221,33.46232766698272,460.01550123786444,163.4993870763522,461.2245309848112,890.534276719102,13004.255587735786,738.3522606467186,10781.978596721749,996143.4560942859,986228.2560535253
2976,7.4687303224841015,7.468730322484102,47.9852517307849,47.98525173078491,0.1992293211229922,0.19922932112299224,90.4983920720855,90.49839207208552,142.31186899089843,142.31186899089843,0.26613605590025874,0.26613605590025874,0.002061608101727784,0.0020616081017277845,200.00000000024073,200.0000000002408,10.119994915879575,10.119994915879577,516.8829860609101,11383.318853880543,1.3771529254862072,30.32905180499894,82.95065924687398,1826.8231472325708,3.1562541709431544,69.51021523370943,1.0718229758815978,23.604767458794957,0.0004494270825325299,0.009897736857282048,7.248803289541728,159.64046288841848,0.051190000182543834,1.1273578545288625,19.270341467085515,424.39091101586564,811.8845027850805,13669.899826441339,53.8903249067458,1182.784454397677,109.63325148264066,465.5033123995276,19.13485941055518,375.00492032744216,154.39369637395808,408.3341170493285,495.49383987729345,10912.265486703784,410.70562684921236,9044.973875298992,996464.3747502685,987908.3553725202
2977,7.8447284662472985,7.844728466247298,4.010245669771894,4.010245669771893,20.842124667276703,20.842124667276703,121.44625924320503,121.44625924320502,144.30787310518815,144.30787310518812,3.4172367710563902,3.4172367710563902,0.005365540075763814,0.005365540075763813,200.00000002787445,200.00000002787442,0.10874320386339749,0.10874320386339748,480.383933002422,15972.146996575131,0.3966523211467521,13.188178755880065,27.375651124795734,910.2051377101125,2.8636599623721226,95.21300510894432,0.988074633755327,32.85220884739219,0.00011350383366571765,0.003773856266700984,2.2446833045513648,74.63282853148978,0.001301533566095572,0.043274314585684336,17.53935963629211,583.1611157054285,716.6872955581282,17268.81252287683,21.090837832388893,622.1046631961493,156.2883253742068,539.9649360901682,34.84206613100179,418.5186768469632,154.38973448857868,478.41476295802806,410.5484525954352,13650.20722713823,338.54066696181013,11256.04110703127,996461.8379591637,985414.3245301014
2978,7.692339429705444,7.692339429705443,26.2902515248839,26.290251524883896,4.883389780256851,4.88338978025685,106.96445811883378,106.96445811883379,141.64174976879937,141.64174976879934,1.4081283217706588,1.4081283217706588,0.002796917378822859,0.0027969173788228593,200.0000000781929,200.00000007819287,0.2152973908667886,0.21529739086678862,809.3759267944632,14311.205458145769,1.987496300886104,35.142468373054065,135.18065080298504,2390.2342577315853,6.08844635433601,107.65455681748762,2.0653749999136797,36.519502240383005,0.0001939160026045515,0.0034287797091855036,11.495620423988674,203.26300833794963,0.004676026650921423,0.08268046517535681,30.34748288641537,536.5974553322037,1165.5392599100037,17248.9141035029,88.72698618051054,1551.975028734667,140.85064036814208,590.6005272494548,33.88618224930829,483.6360691306211,161.1227189220694,485.86502076980344,783.0242336974297,13845.260670814065,648.1409989577824,11460.285257888796,996233.5486173446,985519.4598247391
2979,7.810703168813877,7.810703168813873,45.49240399187904,45.492403991879,0.08270657660518158,0.08270657660518152,95.9786895022805,95.97868950228042,143.5989001060242,143.5989001060241,0.3500044331167254,0.3500044331167252,0.0010560097557644461,0.0010560097557644455,200.00000000493645,200.0000000049363,4.774170928386326,4.774170928386323,641.9391892342612,15405.529862076897,1.1532573186653585,27.676359940808062,78.13078286564844,1875.015778394781,2.9724797528828377,71.33483414851078,1.0013838682813518,24.03163624363298,2.7613827016061053e-05,0.0006626883727251493,7.28274068848183,174.774310457663,0.0440078036138219,1.0561180001268633,23.727676459424256,569.4268777847814,931.8295379215756,17754.682868154843,51.00359855027062,1218.2171228412687,117.14383052085128,555.7682924611655,21.165141018570807,459.78960295888515,157.675476639164,481.33407900026026,588.8680526273271,14131.906139574849,488.0781138630705,11713.10629455865,996387.3567616668,985196.5991173785
2980,7.758656239422292,7.7586562394222955,3.768619624027744,3.7686196240277443,18.963520274973163,18.96352027497317,120.23929381177635,120.2392938117764,143.0402334614872,143.04023346148725,2.6625813945263745,2.6625813945263763,0.006562506254049184,0.006562506254049186,200.00000000330257,200.00000000330272,0.12696325811985923,0.12696325811985928,690.4597126251215,13450.304891308819,1.02937899581033,20.052526004331117,69.92750971886612,1362.2030493752652,4.878769385767505,95.03948533574267,1.6755537055931626,32.64014943943068,0.0005578535751925268,0.010867108585551897,5.497103507491798,107.08476807971498,0.002253860671495389,0.04390569451023467,25.49437562026076,496.63596417860185,974.4621759907154,15237.364731116542,48.01419191123496,899.9598690994421,160.75429772380193,520.5938015903187,40.515003912025605,400.3545077785422,158.49925373142574,443.6932489700215,621.7907390804454,12112.618399453235,513.2515891955059,9998.252228767571,996304.2231855298,986787.78945922
2981,7.463332269127505,7.463332269127505,5.084196799082064,5.084196799082065,13.951596659389116,13.951596659389114,116.38819349331915,116.38819349331914,140.5947209521162,140.5947209521162,0.8175729686816271,0.8175729686816272,0.0028549190551130452,0.0028549190551130457,199.99999999999952,199.99999999999946,0.3959833984781695,0.39598339847816943,911.5644296436287,11546.697915539598,3.002535736140956,38.03282795861807,188.5632801518163,2388.512718434488,7.813942487874656,98.97844902983093,2.6301605563630415,33.3159877964572,0.00558476830496371,0.07074171660132285,13.937952124330575,176.5506830974265,0.010147898491952193,0.12854244258953879,34.50751947529572,437.1033908723383,1325.7081527998325,14449.663763664299,121.50579919534603,1532.2391151748336,165.43776959756843,551.3025183102275,49.04957610424928,434.91432481690845,163.67197807543735,432.8167055789179,918.2125484606657,11630.90898959056,760.5088567173573,9633.291674227286,996104.4871563993,987363.2244746048
2982,7.072150380005405,7.072150380005403,21.76163272742668,21.761632727426672,5.959983827125417,5.9599838271254155,107.47665660897786,107.47665660897783,140.66012524960033,140.6601252496003,0.38827105778760884,0.3882710577876088,0.0033408111788375615,0.003340811178837561,200.0000000014547,200.00000000145468,1.194114093640586,1.1941140936405858,679.3634617410607,11076.755013606924,2.3290238148502014,37.97382059941399,142.13055422521353,2317.382988284593,5.582888050078582,91.02680182509513,1.880229049369811,30.656397822693883,0.0022347783979620945,0.036437186010103824,11.32645200368474,184.6733612912676,0.019618271910976252,0.3198682354675066,25.70831740483901,419.1640406678019,1041.126226483707,13908.240034663726,91.7511696252638,1491.6695498817462,140.26151135479506,520.0181622620335,32.7848547458172,412.5415056530556,157.82178001507842,420.41475749913303,686.1985615727037,11188.198637811593,568.6525472519461,9271.656938438851,996319.209357806,987752.4167179877
2983,7.649069442285913,7.649069442285909,6.792667925343026,6.792667925343024,18.91176985535042,18.91176985535041,119.59367426058881,119.59367426058877,144.25919709147965,144.25919709147956,1.9588781060297185,1.9588781060297171,0.010165284204430672,0.010165284204430667,200.00000000000009,200.0,0.15474565893317124,0.1547456589331712,141.5856552161076,13664.95341821083,0.15205800241336254,14.67567824348634,10.110635517181406,975.8146978937297,0.7619741938618662,73.54093780975454,0.2627997234448362,25.363769893998597,0.00015902293679047013,0.015347889730439598,0.816915078025198,78.8434850325036,0.0005622904370536766,0.054268722478388653,5.186992580671545,500.6157713314599,355.3964404207605,15009.812608470267,8.123834097972026,649.2145562778428,144.2202726187736,493.42424440459524,24.626598358184793,373.8305701440065,147.258026695856,431.81629813045146,122.85907580492218,11857.582219866703,101.4623467289738,9792.505036174378,996711.5471801591,986940.4888146262
2984,7.780093484871731,7.7800934848717365,6.983618146147347,6.983618146147353,12.611458067643232,12.61145806764324,115.15894084076794,115.15894084076801,140.44993825498992,140.44993825499006,0.7511270698630332,0.7511270698630338,0.002239503673320344,0.0022395036733203447,199.9999999999965,199.99999999999665,0.3996025786476018,0.39960257864760207,417.54938132813584,14074.688991547073,1.3302272425290058,44.83909104864819,90.37430494266596,3046.322882456029,3.562358821249424,120.07943186479659,1.1923945402415774,40.19304795935064,0.0004584769687922937,0.01545426968425482,6.793232924761249,228.98522890640803,0.004455637873377573,0.15018994191124144,15.841647989513678,533.9877833293959,720.3633303098431,17715.68444666617,58.38947954189627,1950.515815535848,145.24822220497825,650.7574042193008,30.08928136421033,535.5984633785329,151.10670087565313,499.4207421231106,424.50864309058056,14309.27069444798,351.76207366894215,11857.140753422114,996512.9892956421,985196.7769441346
2985,7.175605248572263,7.175605248572263,6.685500534540798,6.685500534540795,13.48893681808039,13.488936818080388,113.35078249223875,113.35078249223874,140.01440465043868,140.01440465043865,0.26946103414403605,0.2694610341440361,0.005545738166617102,0.005545738166617101,199.99999999992903,199.99999999992897,2.9095001566040635,2.9095001566040635,628.7400558897598,12894.069905890641,2.408446005415245,49.391908257603085,147.43301928218256,3023.525603710381,5.612887501347534,115.10792598358739,1.875559666834617,38.46358639042197,0.008746563763426286,0.1793727050559072,10.714861295150843,219.7381402336181,0.03431557261839465,0.7037366047500996,23.917964310154456,490.50462259048805,995.1930233098591,16502.287863553127,94.3924372928978,1931.9338694789483,152.9821958648622,623.7908944843907,39.63141337262347,510.440111992152,156.39148757616834,475.81963900199514,650.7525339730248,13345.497214440027,539.4483688442162,11062.894614933804,996326.3379125018,986002.6010880787
2986,7.483641753901732,7.483641753901734,5.947502624698215,5.947502624698218,13.669156209718041,13.669156209718045,115.9399823178745,115.93998231787454,140.6004113821591,140.60041138215914,0.6281967294964119,0.6281967294964123,0.002631770841582852,0.0026317708415828527,199.9999999999948,199.99999999999488,0.5228728188168155,0.5228728188168157,413.52604263274776,12738.52804756966,1.3000497436469345,40.04758688774963,84.72461301605236,2609.912672859071,3.5796371580616384,110.26949608246915,1.2049725407531418,37.118766231047566,0.0010802137190111564,0.033275613476207826,6.311145439850371,194.41267274483081,0.0057083139428367215,0.17584265504104457,15.645097901781273,481.94188003247064,710.0733967044108,15893.83458025759,54.819760721841355,1675.2231781359,146.5735849648557,592.0220877744266,30.63360264698122,476.0821054565521,151.06533123659113,462.78144978429617,415.811094829362,12808.918297507516,344.3323090662688,10607.038794460037,996515.0459471145,986400.6388412286
2987,7.828193551756311,7.828193551756307,3.7356149361474107,3.7356149361474094,20.72030600822909,20.720306008229088,121.29509201419873,121.29509201419873,144.49161750467914,144.4916175046791,2.024780268249998,2.0247802682499976,0.019430048358766158,0.019430048358766154,200.00000000338977,200.00000000338972,0.1521451254089778,0.15214512540897776,21.165400529415678,11572.02190911396,0.02089224931814025,11.422678559953745,1.3938934630719815,762.1006591026705,0.10713446750213115,58.57495601998873,0.037121131751936556,20.295696711597962,3.456229638358915e-05,0.018896672917874873,0.11143234998155688,60.924790607127264,8.177167822429487e-05,0.04470804370753294,0.7743237498618274,423.3556263532575,224.8429979415844,12667.108100396616,2.3915197065135914,507.65124599792955,144.61315735070914,437.6855151562716,23.318065336510426,316.3904231420729,144.95212454692103,385.22025912161774,18.235081247146937,9969.892108263504,15.060367498819629,8234.141490185162,996791.3212878548,988496.184315749
2988,7.384179132660274,7.384179132660268,6.788867048003282,6.788867048003279,15.629248314466064,15.629248314466055,117.4318577524533,117.43185775245323,142.17778733865893,142.17778733865882,1.8237910986665011,1.8237910986665,0.0033591774438165357,0.003359177443816534,200.0000000000045,200.0000000000044,0.16994233920868743,0.16994233920868732,679.9666203934511,12985.61541428538,1.44775380750552,27.64837801590282,98.20139709349722,1875.394376070697,4.97374064537392,94.98566731680607,1.6796644251620703,32.077274966218965,0.000432922589264478,0.008267709148858226,7.6367305190149555,145.8419318952488,0.0030699001240742383,0.0586272048890107,25.364341295268144,484.3937502497459,994.0538256575468,15331.321185569297,64.9403743484605,1216.4854568495073,156.52989313810065,544.0696014760157,39.09803538564738,426.63774372356244,158.1152472930172,446.21226509127507,641.5763028900446,12252.458986043237,530.6207287347985,10133.492597343833,996309.6272782958,986754.4207779556
2989,7.631379985149187,7.631379985149181,8.859130786930494,8.859130786930487,15.391714032616246,15.391714032616232,116.98360241703571,116.98360241703561,142.56326484714296,142.56326484714282,2.601346525347677,2.601346525347674,0.004865886529149455,0.00486588652914945,200.00000000025352,200.00000000025338,0.13105693994942602,0.13105693994942588,500.3320873414883,12366.473551948604,0.9172664784760834,22.671645359457866,62.43341583124815,1543.137458437632,3.63235017576084,89.77909575746196,1.2241773752876086,30.257418057729957,0.0004304562359968198,0.010639384905355459,4.959530436583149,122.58238782960399,0.001709848332130118,0.042261519323062574,18.57777922972874,459.178256423871,774.8812931319228,14347.260991129795,42.64664265632317,1009.7590680404966,149.4684600024352,505.57461964049406,32.484857585399475,388.59101722345844,154.0618481927322,426.1514075212346,462.3876849588538,11428.6195538118,382.09865222219275,9444.153186433326,996452.823330266,987402.9709500627
2990,7.810225019404077,7.810225019404072,3.518100777494073,3.5181007774940714,17.2243415315011,17.22434153150109,119.15241139868758,119.15241139868752,141.88034617100033,141.88034617100024,3.095936233042308,3.0959362330423064,0.004970594236524209,0.0049705942365242065,200.00000006343336,200.00000006343325,0.1157687990395813,0.11576879903958125,936.0767470275368,15559.048373471283,1.9259023834169102,32.01148670909764,133.51158433432903,2219.169748285081,7.630670034417991,126.83357915311451,2.5872665103257932,43.004384968487045,0.0002902948551546622,0.004825151044787528,10.389259302301593,172.68561425369086,0.0028040072111814637,0.04660695180910343,34.920091223232525,580.4261138561558,1292.6353602675697,18312.854533914026,89.20425259565803,1447.980946797159,167.87540801067507,627.2392838740359,48.72299661198752,508.08687247534834,164.08090801412578,510.4045070946894,883.1477426130382,14679.286171643367,729.6321220791457,12127.618294458047,996104.6625872565,984752.0598443763
2991,7.93168464679601,7.931684646796016,3.8537696263811254,3.853769626381127,22.22751702619754,22.22751702619755,122.29866851311992,122.29866851311999,145.56681498547565,145.56681498547573,3.84974637104258,3.849746371042581,0.00806687454108525,0.008066874541085251,199.9999974056586,199.9999974056587,0.10283776226082421,0.10283776226082425,23.979230641931125,17166.708585218097,0.011000555006350133,7.875286946840367,0.7594735452294711,543.7063942468014,0.09901368578463877,70.88380420517234,0.03417628539100939,24.466770456212448,5.306388140565727e-06,0.0037988382617188564,0.06379000344898654,45.667203264809174,6.016626421500577e-05,0.04307297176724853,0.8657085179904788,619.7599109829803,228.77032438903097,18038.70288337122,3.2950340216564307,381.46371265139476,147.18626194595657,536.5088792069157,24.887593432836695,414.21021069379583,146.0756306220299,482.3056485068453,19.79871843616214,14173.883842630614,16.344779398775263,11701.212145555925,996776.5729885595,984903.337191744
2992,6.907393079472349,6.907393079472347,3.4792138926184553,3.4792138926184544,14.662746709838938,14.662746709838935,116.67051694240826,116.67051694240821,140.38620254687376,140.38620254687376,0.4474149760257815,0.4474149760257814,0.0025097972238969073,0.0025097972238969073,199.9999999986651,199.99999999866498,0.8668554351722252,0.866855435172225,919.1682361232547,13125.164569498762,3.107124047085129,44.3678456817026,198.44835986269342,2833.7221407155916,8.04952212676532,114.94229072277177,2.699628426605683,38.549055529966395,0.007051075837686192,0.10068508367083923,14.472497857554357,206.65848606048607,0.019852340111007748,0.28347936841857735,34.85585052643641,497.72039153448463,1343.7027158651053,16525.4059425349,127.33931789871725,1814.0442975552664,167.32226237515405,618.4972955436774,50.65174543274578,501.82677860126915,163.8909521552444,475.9603479504325,934.1664846896228,13339.330456603497,773.8825150876858,11050.572646878814,996091.6383386782,985980.826560989
2993,7.346560865330466,7.346560865330468,6.995243803098222,6.995243803098225,14.009906245431317,14.009906245431324,116.20657947764036,116.20657947764039,141.09009276545035,141.0900927654504,0.9397814836029952,0.9397814836029954,0.004211913095546653,0.004211913095546655,200.00000000008254,200.0000000000826,0.31845062627123627,0.3184506262712363,862.9039461401496,11574.64963580065,2.427756518109412,32.56495838713407,156.24058707873226,2095.7489676775795,7.258714015731423,97.36549695291465,2.463617883383803,33.04598844890312,0.002489487969974879,0.033392999480291875,11.85127887608402,158.9683316902557,0.0076486520262859375,0.10259597002241272,32.4692571471475,435.5296752251834,1241.628765513558,14160.274776904795,101.44691535509742,1352.366429840579,161.87440894904628,529.6860659615315,45.667829471405945,413.47948648389104,162.39177866782506,426.7057572571158,847.2382307259663,11364.515972576119,701.0127497851395,9403.105647258608,996156.4516373689,987546.8324234012
2994,7.8480193448843,7.848019344884305,4.4045249049766735,4.404524904976676,20.022476963611574,20.022476963611584,120.77483402520976,120.77483402520981,144.1462368061847,144.1462368061848,2.674483756170311,2.674483756170313,0.0064987352694134215,0.006498735269413425,199.99999999999991,200.0,0.1273934733664859,0.127393473366486,23.431880757908115,13606.362887335894,0.02504913145283056,14.545463767126959,1.7011340205794656,987.8100287013971,0.13357242611325867,77.56248506963942,0.045500973257430674,26.421385473234963,1.539507699589332e-05,0.00893957281742765,0.13638397365850796,79.19508710320807,7.573164452805056e-05,0.04397565215312973,0.858891720775777,498.73898533985613,228.10901819622882,14968.165874041522,3.053699163900711,658.9208002963965,143.4851614113473,495.70635386010656,22.710327386137543,374.93151983489673,144.66886776211174,432.1228285630507,20.372402942241067,11829.793356455606,16.820128702989432,9767.0680944947,996792.7488679695,986962.5452382055
